feature_a,feature_b,feature_c,target_value
53.00170319955828,17.338829895509114,low,226.9512022691407
46.47750153506481,25.590666983588477,low,185.86554960567082
38.5748180197786,23.371980524104345,low,168.80054210249114
46.50657277587123,16.388040472929244,med,211.9288322906247
47.91105766625222,25.494981663735896,high,196.10630841189226
55.86623191182198,15.49182754762001,low,248.75942548784082
58.38983413874505,15.88766405547874,med,248.42260770683376
59.31102081303557,23.608556460563463,high,232.48378559799295
52.85587325254259,16.87328999267006,high,227.8946711514249
58.851411642707276,17.030784663727452,low,240.7477446460892
42.456020590033475,18.28049645394804,high,185.9182038545395
62.52868155233288,14.999154050637422,low,258.44752221656177
55.12929820418009,25.224972048369487,high,217.39075573484948
47.01907164897284,23.042573492424246,high,187.99565283674337
54.88518146537497,19.653356516547586,high,222.73704903735126
49.244282869789444,19.4580396641323,high,206.97048977195888
61.31629387451427,22.250777563835896,med,240.77553850844245
65.19816816422198,28.826675502595357,low,236.6388231931483
71.85575406533161,24.354849012661212,low,269.08304772239524
36.03503664511862,17.457714328623,low,173.68024250921982
35.55886194570411,23.887096026244315,low,164.20403133040773
44.955341370535486,19.406144139484553,high,187.4978975345149
51.60037069447831,19.005009080981377,med,225.0767171116868
58.76168921116225,29.332356875760624,high,224.7087239469623
53.15634947241605,17.905310511609386,med,223.91001282476506
29.77798784175997,17.60407542436297,med,157.3774287478157
46.93795987371628,10.239473563773839,med,223.36767449566761
58.279746426072464,12.988354272734316,high,245.17608259394913
52.300947353643835,22.255614693672992,high,213.21493800283156
57.620111803120245,16.525395494073805,low,243.70041531671097
47.77671857389641,22.577069008916204,low,199.72510149689427
47.99241931070003,14.425644738170316,high,220.3825722950032
51.865613909882846,16.163450868341325,high,223.74492054331168
54.10051647208256,23.37285353478002,low,215.95959728980273
51.9829972012677,27.30446190231539,med,197.50104906904954
51.19008645807459,22.9623640071201,high,205.82284111145037
43.293377137109694,25.989154208606255,med,175.60323458892623
53.77563786320919,28.522970856862035,med,212.80838946468072
51.21821270991437,25.200445765770475,low,204.45627435893897
61.2948390791192,15.40779980849987,high,248.07178511356696
61.98917879901507,19.47327643746229,low,249.01397546292782
51.85156417483944,23.150978353424556,low,208.29271733451398
46.24715049909886,17.925765493558824,med,187.6210986080474
43.61269592545778,22.259730186606117,med,188.71788925893017
54.234943540641126,12.104218573027673,high,230.73289955998388
50.7734006834856,15.85686010571797,low,223.49880394030208
46.56146324428924,22.64439872792587,low,189.58927428186342
50.43596856834247,8.814567444437646,med,226.38714851418632
43.799991560518706,14.461437488577237,med,204.9488079593135
56.98032034072219,19.91140841044929,med,223.64717537489454
45.528714352140014,11.403027626902384,high,211.54659178522968
62.24507704805499,20.28560498041046,low,247.18590815794988
54.034916417908,16.0022625465412,high,233.16138677628186
55.93578523237067,18.542027022495837,low,234.44772433432357
39.05088154258958,18.70508573299734,high,179.56106671900557
51.69382433058668,20.94646598779329,low,209.02656427773002
57.40556451096275,17.181056327088488,med,247.4736580085659
40.462993981920654,20.44843203661295,med,177.46221126984307
47.33781493996378,16.994215996753084,med,217.04295773381764
50.32614546693359,22.780367550386927,high,203.15507643360678
36.26882679753244,28.469045566440407,high,157.67481772642554
53.15159392042292,20.984348896251458,high,222.8359116635165
58.46160647585033,20.849346276737858,low,228.4584556371908
41.404840591680134,14.17996014419399,high,197.63102402168357
53.505459786641076,23.466831128301923,med,217.35967724927366
36.87716588762568,16.209663357218837,high,181.71708155605558
49.613044907339486,15.955764017639357,med,215.9329194353203
33.842276452967056,22.787197264290167,high,157.46223505735156
61.21417708235664,20.905193721789352,low,239.85869539851345
54.089005379368274,25.535877254745312,high,205.33619473250857
49.753830441242215,27.214384642481548,med,199.75278322346475
42.248383808308404,17.301592188987538,low,189.34355993735733
62.737559301587766,20.641884950779723,med,253.82769896123494
69.67101749254735,28.802075917876614,med,254.42115514808685
31.420181355532478,24.832696251145286,low,140.13191819674245
62.3616403045282,23.565245251516345,high,239.1484388128457
66.27650753148906,26.531030325677243,med,244.3355373661368
53.380116965744755,16.97698515417812,med,221.8319423406182
38.00731967664814,23.182917047073154,high,170.16327288526475
58.633453175440216,27.04626694682004,low,219.41475526337464
48.1907969792185,28.104561428108738,med,196.52172564959199
43.96079372206743,15.96907591308888,low,204.2486855451167
37.69941864333038,18.741628961842878,low,171.21405268359752
55.50537495976215,21.91357586862182,med,222.5939705343062
57.92806865919348,18.55501328495092,low,235.5403784468307
43.76469270320209,18.04091880095976,high,187.38970123863078
55.205763370733706,23.420006640909765,med,223.43355522422218
38.55658610376857,18.23295008566493,med,183.9529022160325
58.01861031871345,11.060435544001422,high,256.5624659416494
50.46567298424146,21.80923657919784,med,205.493606506361
48.13430228092651,17.877536047145362,low,213.99276460658342
48.982541274708545,16.342345091348335,low,213.21416896431617
58.68886157005868,12.171309246720472,med,256.39970511469045
57.50411639865008,25.069112334858527,high,231.4367636018209
55.294653243527094,8.864436840749928,med,248.8556354556052
51.37701209997386,11.503331976388521,low,224.0286284614221
50.778211279127056,18.620769687194283,low,213.50858848035088
56.183802619985244,26.144777928253486,low,219.46678133536628
52.324945591787376,26.54852952841327,med,209.9771496136887
56.82551406864485,14.225086825353177,med,236.35740837826032
46.8988322648194,19.111839020082247,med,201.52007726598646
25.651622358928613,12.447718124562156,high,153.22612645896214
60.38824601859414,25.056035318874542,high,233.22765903934751
71.86979646974258,12.617186697399099,low,294.92713402944497
54.41364443568582,19.284021274963813,low,219.93069247486085
48.998447667165,25.164918894748755,med,194.54811372586983
48.63555256103967,18.887929857350457,high,213.170630356421
48.809458122251904,27.3508017191287,low,193.68844548411988
50.17409408300004,15.64995888404574,high,221.46426773481707
38.77981271253112,21.845952347734368,high,178.2741509354459
44.82905542079772,24.266410929118667,med,186.4746113527013
40.02973172349737,19.301441347794636,low,184.126329585262
52.4879916138777,26.931571321231594,high,202.02801288958347
47.03358847629137,22.740647923440967,med,188.8944194806503
54.95211323977961,11.812752034958292,high,234.7545462230168
48.25296840257499,39.79301352018982,med,165.5444809357585
59.86335187821242,23.243218220453336,low,232.1058156037495
52.13533901335442,20.53671646911795,high,212.05956825920248
71.90699728969733,13.005935906667618,low,291.2991915378526
31.036390771089074,20.40883909402808,low,147.84013636466983
43.53083311745092,17.700285845796564,med,195.74861399267445
59.01486891648711,23.221768330151612,med,230.50345729755674
75.28325706806399,21.858351456059328,low,277.9331237190121
47.5136522228454,29.265047425346893,med,172.51983241515316
50.43668993178389,20.71125686263159,low,217.17019300245238
47.73685757486395,22.567527399942737,med,199.65870410322614
63.314571125875915,21.862284257557214,high,232.8985151662026
47.12692136523981,19.25755098470303,high,200.73351903814574
56.800698398781044,19.08299901339988,med,234.20503582578996
46.80198401101329,25.505001013342408,high,188.25524655285275
37.27441244754006,23.900135676693147,low,166.92461655225003
53.13547720463432,16.8527919797311,low,220.83450972819455
55.03184813435326,14.432819485135049,med,237.10574407888
62.93225882532262,19.662949875265728,high,249.20345826176063
48.895529735826834,25.80719990837197,low,194.15687945592668
43.826379362876395,19.86235306866011,med,190.64928744236727
55.62761096619026,28.732175446139863,med,210.41727978225418
52.407370922377325,16.124648564632825,low,229.6364227063068
52.80665077122639,20.708202688329028,med,214.35294793602088
49.268872962527226,7.4184806951712545,high,230.93345737717954
61.6033856999377,17.021660595448548,high,251.56966086762856
53.694927163757235,18.45439340679069,med,223.5752447995466
69.0465870834098,22.554688872460446,med,263.95839496703013
61.11056698560505,28.553309193355677,high,229.81653624887554
56.5904979610021,20.1747179468187,low,235.8780025036233
33.72561659383743,27.269587908044087,med,146.0554532240658
56.02319280295629,23.308405382329912,high,210.06627766090722
54.20282203647059,24.931760901060322,low,212.39682161001548
58.10951672803556,17.66922571587036,high,240.75945088678014
60.44442094707259,26.924956718243195,med,226.54857432206762
45.991218082110734,14.635178606441777,low,207.9371162246132
58.24005618450408,22.47579305600158,med,217.60603987827352
44.376945689809105,15.239689496468706,low,205.19137975956681
69.54878075009034,17.409272238006224,med,272.2076361291586
36.680483334827514,12.692981976389468,high,177.1001030121526
32.393114396012166,17.41826045676989,low,157.98571194652192
33.492787341759,21.755584482554827,low,152.6430433528394
41.09444415836951,19.656147684606808,low,187.01478251760344
38.80884601440272,13.261175293731682,low,192.7123779383618
69.56078903703641,27.353699283456844,high,261.5487204566068
46.73500501921816,21.686104691542294,high,200.07242973613447
36.57324210622564,25.040327165378816,low,152.8808250613309
61.14382976779792,23.92613459817344,med,228.5331737246859
44.134760611784074,16.675661165163934,high,204.70658627767
37.63146623458603,10.274765206939804,high,200.17829929535918
58.75838927649299,15.42287815884147,low,244.2406710210692
56.23362176578033,26.125779246366154,low,219.24332174553425
45.65043317044773,14.732269631498426,low,199.96230382944876
64.07540000241228,24.080218421620305,high,234.3461543723373
51.291015797107256,16.93796513435588,med,214.12699873989578
66.169495988573,21.965546224269918,low,252.7914578891641
55.027408819999046,10.88040073687403,med,240.71454305920892
65.58805540619859,25.83537582999982,med,243.94284424133983
51.09402696425428,19.80165649954759,low,211.2236957301721
37.80255603020967,24.429128994829536,med,167.94591582571826
74.49368649061398,20.94930824691548,med,288.7201777346477
44.54225832017433,23.990318976494716,high,185.82712432133573
48.01162137111103,19.490339803682,low,215.2041719431714
42.996014950787455,23.716782717569313,med,178.3824558657195
47.966055510354416,12.452136578879784,med,216.36837640360898
52.426694410817944,14.596446537772467,low,230.02586347062365
52.01830178874004,23.62737002240768,med,207.02617151135138
56.61020287598693,19.804108718952516,high,236.10765246893894
67.92158208975567,18.856229143898936,low,262.84674890547967
48.79535428211493,19.10193852674321,high,214.79565571840155
37.66879264553573,22.508625546725828,low,168.9600019246244
38.17681873490366,17.033281228787907,high,193.29115765071907
43.34245481800873,22.55153798372628,low,182.60371395833263
33.25804192381068,15.421040754656605,high,167.91857472358151
58.25029824438986,17.96373978490017,high,239.5516742498017
45.01786436368922,24.924758358596055,med,174.2989365384658
46.89015021697149,25.356262139229454,med,192.96925201014824
49.981085171619966,14.514228198723188,low,223.3190296837394
36.033795754045684,24.193173736141887,med,160.26163160938046
41.38683639223958,14.804088389825484,high,186.83035349013429
56.747115256879724,23.665116158595392,high,215.17830825360508
56.18539130786293,10.505939703403527,med,250.47738710978598
45.568280692993625,14.414446537804437,high,213.75184244115877
68.10534914125456,17.455138610885694,high,277.3780933611034
36.94273077442263,19.167570225570202,low,168.0158442523779
46.55012789845021,27.118072146744936,low,180.26024926306684
47.69160256864531,24.519995870017635,med,192.6751219674779
22.0691499985346,27.877339542861904,low,100.5741202005108
69.3752881361608,26.033039490177842,med,253.115129547908
53.66332014540058,18.58568224182578,med,228.07754414012678
39.55410618092208,18.668365578406398,med,189.49859989280054
70.51173442857444,25.344858111006314,med,262.24126433188405
55.856620001723826,20.201857155114197,med,235.36891393771944
54.295261400219644,19.21503163753341,low,226.51008561558746
43.93001601799954,13.323986384924043,med,206.09889485984513
51.06222724035218,19.4676993922223,med,213.3940769992243
34.74319683770642,6.045017966530768,med,193.0742398089177
57.95026094424845,17.719412224256573,low,237.13769364801277
46.25561681156779,15.100548741690996,high,207.86119918937058
51.34048196554623,23.46287173769678,low,203.78624324654675
62.02054862199706,17.60663821792169,low,252.1435289391078
52.84748110849058,18.354742253294596,low,221.90520089397148
52.62467445463268,26.73552732335249,high,197.00506854411253
52.76499304822184,14.75466127415692,low,227.58215408759176
42.66728396104687,21.583294475783273,high,180.55690596960156
58.360047194342684,10.52366526261767,med,243.79180876408884
65.43359110804484,20.448645587223254,low,257.82290039639463
57.58805660097931,22.051328726984224,high,236.45495362158138
58.84908814464883,24.29935485898456,low,239.79720566130192
41.227184810818116,15.506584033406769,high,200.48048401310564
41.32212777127074,21.598284709722968,low,176.415806131326
35.5912397570816,21.590770998393445,high,169.4684022379982
62.32253070828436,19.903841829511816,med,252.75940348361013
47.45820132392632,20.750081393639018,high,190.9352935275278
63.99843942480986,22.317671608658326,med,251.66641763407014
42.180883173131996,21.989402124409256,med,185.6997304475351
45.62491017171419,15.019945554558003,med,207.64888065756054
50.95425087191258,14.020692448377591,low,226.2644512973666
59.214500686595116,32.52990142659336,high,212.87523612031907
50.60750195799507,29.59896143214044,high,200.7842622529795
52.11124755007717,13.041530619729832,med,228.2417372416124
50.16527567305616,22.25108871018923,low,204.9939526326836
51.771877202759605,23.137185413765554,med,209.0782056992786
38.83529982115256,23.75668617580242,med,170.3708474876032
50.80927100973278,20.70197718223675,high,202.2076096597687
48.13421006488534,15.365640303956878,low,220.61121863448707
49.43175519114153,19.087897968184514,low,211.25046842127134
54.92336555936649,17.54437431104591,high,232.52697103513154
43.19321858991114,20.671865580198773,high,189.22250456807484
49.154919725953704,18.65814347939712,med,209.21626586264745
47.02638117226496,19.341621868564907,high,200.61969221218027
54.17302004974862,25.09276237383941,med,212.81410611326464
57.847706510155895,26.15279099977362,low,221.9977992355876
40.44574737626311,14.094484136140885,high,198.92458263359828
55.85910431102616,17.700349477827093,med,233.90690270884767
70.65783320218834,16.04600023112416,med,279.21405579748637
35.28843074167375,26.118611059800546,high,163.56089566013216
41.69828104684886,19.703160487257506,low,179.29139138446396
41.19422400155829,27.24494702079118,low,162.391732083575
47.2090227845671,17.612095726716397,low,208.17588716083264
66.22849085954002,20.129999970928292,med,257.3636062093103
50.133526763471764,13.25651776601379,low,215.01456481726353
43.053064047127734,26.5126776824309,low,174.5726884696323
56.21803504305572,18.186939562113707,low,228.72694715153582
44.00195468929152,12.574217743372728,high,212.51307158325392
61.234121620219355,17.037693574233653,low,246.52071886003952
53.05267040244011,8.475460311149309,low,247.46016382935807
63.887793963702684,19.840914136506044,low,254.2804621191469
43.38655756846981,20.56243871207098,med,188.00314072104308
80.3085711237203,21.440390835025752,med,298.1507908440501
58.24584625033457,27.49054091788517,high,221.8997506134028
56.545801525867006,18.49511923022331,high,221.1069735490129
49.488115523923355,24.03727958502635,low,202.0251294395642
42.74402880865573,21.561193445065,low,183.21410148183298
41.3223132237641,19.03339179762998,low,194.88975290797288
48.64022673899411,9.615989890382231,low,223.23235565240708
42.0273021450687,24.73750583672838,low,182.31971436177545
52.8267571224842,17.48013025428841,high,210.9453877368469
41.7390256815268,20.08977945825413,low,189.11064320299357
56.21082700839008,13.647696118072602,med,242.71760255864143
59.56121704124696,21.41497766905501,low,234.61861333120223
42.941594925977164,20.540154086561728,med,187.14003005237635
61.926860677546934,20.147088094853828,high,244.1836028898214
47.620580642478174,19.326034353521383,med,206.32468926830816
61.55287886088225,25.246091453762837,med,233.4952108519695
54.38166347291237,24.831104312891707,low,204.54409325086448
61.22328321657092,23.629584262604105,med,235.4816268406029
40.029802044703175,36.60539378085183,high,158.0522272605353
48.93206013220775,16.998873348113428,low,213.0326647246879
64.51429260590936,18.1024124223306,low,258.7919927054104
43.81963152318421,14.925981545706644,med,199.4166589407012
29.62798774319205,22.17993098148205,med,145.3943735974207
30.574108185235445,16.562563034699128,high,159.48692627611615
24.935593473239386,6.508191291669764,high,160.48438823909606
28.858360780831738,13.933309370856477,high,163.02478059546934
45.883608368115176,20.36125949577942,high,192.31291632736503
62.785280828417214,25.048936674737792,high,237.60699309476766
45.577707204868275,12.215292210674843,low,214.82780595471564
53.23527353601432,16.93778935857828,med,224.4952209941768
48.90008509836393,19.303240972745392,low,201.97437509672477
50.08548945436025,16.357312552876493,high,220.33316435016596
48.31801160255284,22.655818967281125,med,194.73159208295294
48.25819655692009,20.020004209876877,high,202.49804044223964
54.611640999770174,21.60632957241916,high,216.48152590853084
38.24017328558685,16.37392537127317,low,181.41902704400871
60.10127177334724,27.682681640105493,med,222.79152217376569
59.20017933247763,19.99812495620822,med,235.23133874961943
48.04942659124099,26.46774810331654,med,194.61767820366015
58.053934242321816,17.805011681668613,med,247.36482387071146
42.98655573742823,22.95019732080415,low,181.27170150058134
44.62776976124662,16.603081085013827,med,203.29042298420282
51.562638502700835,15.245453744746152,med,222.41994056614948
48.09778974915139,16.478248342382706,low,211.83158379285123
45.51261967328377,19.770666569651162,high,202.63528260530012
43.27551961213403,18.906332705161454,med,192.26535962121443
44.425052782139566,27.696035048275313,high,173.80535149384434
59.391687441964876,14.25647885181527,med,246.01247156082587
30.566765943316472,14.548308337725926,high,159.51994902919174
53.524943643693334,28.50094073322763,med,203.50642835808725
47.63563048187013,23.043918294540543,med,201.1091121169847
57.27813499999649,10.5929456641697,med,243.8545294661404
55.150736136393654,22.486345493229887,med,215.29307157594627
22.174655323470773,21.18666349669798,low,119.52793291913612
55.846466104774265,9.277779766357748,high,240.23681167296118
53.242742434484214,18.152187873312833,high,230.05346497426936
50.21862836626553,19.91272524081911,med,210.64854139833787
45.313261837221084,23.657012585625328,high,198.12965693903172
58.53281221955622,24.772478332738437,low,218.9318116172868
45.869706902889675,20.478733855550672,high,203.12256456386353
68.34717626649686,25.167254016321188,high,251.19877810602836
55.643828554943134,19.26863362694323,low,226.35736998507105
71.37828067439483,15.71251587630114,low,277.76498798512455
42.144660030797645,15.329090784260256,high,191.02647922643413
32.440743597671485,22.71322647283158,med,145.27705079120852
57.14789597485815,10.209154572004946,med,252.1070435686669
58.527040617252865,23.389037855599057,low,222.23204097792637
50.353600970547575,14.467134663040575,low,220.9175242589472
34.61206754255357,18.203879521446307,low,167.38243586355108
45.521048152838816,22.526909513764586,low,194.8423788580178
56.17985533920335,26.089704504006736,high,216.8621156215943
48.158236743462545,10.296595178175533,med,225.48814904134952
48.84014814527604,15.969108940232715,high,217.1542843581943
48.24541031338247,20.245308461865513,low,204.1593596901178
40.660853443734986,17.01956832706169,low,189.7601632699529
44.669796739164006,24.30811550670602,low,180.4945582468551
35.73444579479468,9.56804717271737,med,184.18989086542967
67.67959948311027,21.809008202855235,high,268.90833607931705
45.246271248620175,22.12960088251408,med,191.42094090894955
54.776101818175576,20.245401985708153,med,220.28499810977564
39.78114055358691,25.51118366292671,low,175.22045384026205
57.945282396010825,13.852128732267856,med,245.3473766709229
31.268390223646986,25.543083789948376,med,139.48654795712423
59.20615118054956,16.485397985449158,med,237.40269982814016
49.64632075121289,23.627752590393666,low,205.58091640311238
71.1060505360071,18.378978902573945,low,271.1286892668189
